Parámetro;región;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre
% Humedad del suelo sobre una capacidad de 75 mm;GIRONA;86.0;85.1;46.0;75.7;50.5;21.1;24.3;27.9;59.2;52.8;96.0;80.7
% Humedad del suelo sobre una capacidad de 75 mm;GRANADA;77.3;58.7;29.6;44.9;30.0;6.7;0.7;2.1;4.4;18.8;42.7;53.2
% Humedad del suelo sobre una capacidad de 75 mm;GUADALAJARA;98.0;83.3;40.1;86.9;39.1;27.2;7.1;26.3;58.3;94.4;95.2;95.7
% Humedad del suelo sobre una capacidad de 75 mm;HUELVA;91.2;90.8;34.3;46.8;8.9;8.4;0.8;0.5;49.3;49.6;44.7;94.0
% Humedad del suelo sobre una capacidad de 75 mm;HUESCA;95.2;86.1;37.5;64.4;34.9;33.5;14.7;10.8;46.9;73.1;92.0;87.1
% Humedad del suelo sobre una capacidad de 75 mm;JAEN;97.3;73.2;27.1;39.3;10.4;7.2;0.7;10.5;9.6;50.0;75.9;88.1
% Humedad del suelo sobre una capacidad de 75 mm;LA RIOJA;90.7;83.7;49.7;58.1;41.9;47.5;7.9;14.4;25.6;48.1;99.3;92.9
% Humedad del suelo sobre una capacidad de 75 mm;LAS PALMAS;23.2;26.4;8.3;4.0;1.2;0.8;0.5;0.5;0.5;0.8;9.3;7.2
% Humedad del suelo sobre una capacidad de 75 mm;LEON;97.7;96.1;48.1;62.0;39.3;45.5;8.9;4.8;51.3;81.2;83.9;94.9
% Humedad del suelo sobre una capacidad de 75 mm;LLEIDA;93.5;85.5;43.6;80.4;42.9;38.1;35.5;17.3;39.9;56.8;91.3;80.1
% Humedad del suelo sobre una capacidad de 75 mm;LUGO;99.6;95.7;59.7;84.1;59.6;73.6;22.9;10.5;44.0;99.3;99.9;95.5
% Humedad del suelo sobre una capacidad de 75 mm;MADRID;96.4;80.5;31.3;65.2;22.0;13.5;2.1;29.5;46.5;97.2;83.7;91.5
% Humedad del suelo sobre una capacidad de 75 mm;MALAGA;87.6;72.0;35.9;53.2;15.3;2.1;0.5;0.9;15.5;15.1;28.9;72.4
% Humedad del suelo sobre una capacidad de 75 mm;MELILLA;50.3;45.1;48.5;51.7;16.8;2.9;0.5;0.5;37.3;11.9;24.0;14.1
% Humedad del suelo sobre una capacidad de 75 mm;MURCIA;40.9;20.5;37.2;56.0;45.9;12.7;6.0;1.9;15.5;19.6;43.1;27.7
% Humedad del suelo sobre una capacidad de 75 mm;NAVARRA;94.8;87.6;49.6;54.0;35.1;45.7;18.4;29.5;46.9;63.5;99.5;95.6
% Humedad del suelo sobre una capacidad de 75 mm;OURENSE;99.9;95.2;48.3;82.7;49.3;58.7;12.1;8.4;46.3;98.4;91.6;96.3
% Humedad del suelo sobre una capacidad de 75 mm;PALENCIA;96.8;89.7;42.3;62.1;26.7;38.7;5.5;3.6;45.6;70.0;94.9;97.3
% Humedad del suelo sobre una capacidad de 75 mm;PONTEVEDRA;100.0;93.1;52.0;86.8;62.1;60.7;22.0;14.9;67.1;100.0;92.8;96.8
% Humedad del suelo sobre una capacidad de 75 mm;SALAMANCA;98.3;84.5;33.9;49.9;18.0;20.1;2.0;3.1;60.3;92.3;88.4;94.9
% Humedad del suelo sobre una capacidad de 75 mm;SANTA CRUZ DE TENERIFE;57.9;56.1;32.3;23.7;4.8;1.6;0.8;0.7;1.1;4.5;44.4;41.7
% Humedad del suelo sobre una capacidad de 75 mm;SEGOVIA;99.1;81.3;32.3;81.7;39.1;24.4;2.4;12.7;33.2;77.7;96.9;94.9
% Humedad del suelo sobre una capacidad de 75 mm;SEVILLA;91.6;76.5;30.5;51.5;7.1;1.5;0.5;0.5;26.4;37.6;37.5;93.7
% Humedad del suelo sobre una capacidad de 75 mm;SORIA;97.7;84.7;41.7;71.6;57.9;43.1;7.3;11.1;38.7;67.9;98.8;95.6
% Humedad del suelo sobre una capacidad de 75 mm;TARRAGONA;72.0;68.9;31.6;61.6;17.9;35.3;19.7;40.5;56.0;47.9;92.5;68.1
% Humedad del suelo sobre una capacidad de 75 mm;TERUEL;84.1;68.5;36.4;72.1;47.9;34.3;17.2;34.0;36.3;46.1;88.3;74.9
% Humedad del suelo sobre una capacidad de 75 mm;TOLEDO;93.2;74.7;26.7;44.8;9.3;4.3;0.9;12.1;40.4;96.1;76.5;83.9
% Humedad del suelo sobre una capacidad de 75 mm;VALENCIA/VALÈNCIA;64.3;48.8;50.3;84.4;35.3;13.6;11.3;21.5;56.8;65.1;72.8;49.3
% Humedad del suelo sobre una capacidad de 75 mm;VALLADOLID;95.1;82.1;32.4;56.1;19.1;22.8;1.9;2.0;36.3;56.1;88.7;96.7
% Humedad del suelo sobre una capacidad de 75 mm;ZAMORA;96.0;87.3;37.1;59.9;19.3;20.9;2.4;2.7;53.3;76.5;86.8;96.8
% Humedad del suelo sobre una capacidad de 75 mm;ZARAGOZA;83.7;69.1;25.3;44.1;23.9;17.1;6.0;5.6;28.5;36.8;92.8;83.1
